0.308630,0.054227,0.135891,0.123414,0.459034,0.552791,0.382338,0.853972,0.366380,0.369671,0.064844,0.045304,0.540761,0.529105,0.231871,0.858909,0.999398,0.592726,0.551990,0.235046,0.437324,0.329960,0.344535,0.373891,1.007915,0.062667,0.538334,0.220304,0.463530,0.307103,0.732324,0.320001
0.687791,0.271876,0.884316,0.650903,0.642012,0.015227,0.845159,0.268634,0.804447,0.694495,0.131785,0.469247,0.077064,0.400268,0.581700,0.064455,0.312904,0.891640,0.796242,0.933152,0.485933,0.414219,0.289629,0.933077,0.313025,0.591739,0.200548,0.625374,0.089853,0.511797,0.869057,0.694728
0.534990,0.790660,0.035064,0.071737,0.811925,0.203375,0.702770,0.850767,0.199397,0.994926,0.927221,0.056009,0.691322,0.335630,0.724074,0.431173,0.447462,0.453285,0.567504,0.083628,0.597836,0.994555,0.979746,0.864595,0.352857,0.284458,0.904402,0.473547,0.789946,0.953191,0.507065,0.174274
0.141676,0.860656,0.118003,0.680672,0.343237,0.981063,0.408936,0.246175,0.893702,0.711956,0.707658,0.202236,0.544337,0.126536,0.762320,0.333923,0.216825,0.482889,0.206861,0.797521,0.514092,0.528920,0.807837,0.282507,0.634289,0.571994,0.963668,0.626991,0.446802,0.606915,0.383649,0.850699
0.101483,0.573166,0.859368,0.642645,0.744673,0.332564,0.013558,0.197577,0.939655,0.960895,0.852468,0.231785,0.902137,0.558696,0.741679,0.874677,0.599427,0.942546,0.614922,0.369682,0.886658,0.002443,0.448270,0.230447,0.313348,0.238679,0.113390,0.344184,0.567765,0.527809,0.930465,0.327940
0.612732,0.762240,0.475581,0.442407,0.283817,0.276301,0.011360,0.663083,0.929684,0.556115,0.216181,0.875005,0.349833,0.233336,0.443969,0.195386,0.761523,0.730608,0.817884,0.266561,0.380465,0.268485,0.446515,0.647010,0.318788,0.378099,0.703475,0.079355,0.147687,0.887920,0.335217,0.442500
0.508009,0.333297,0.402086,0.976984,0.595565,0.941999,0.805162,0.772140,0.651194,0.488104,0.543638,0.086431,0.145770,0.656120,0.204814,0.655743,0.602735,0.622860,0.267699,0.383356,0.473708,0.691461,0.646348,0.546252,0.154587,0.942635,0.458719,0.423577,0.439137,0.438839,0.547282,0.394041
0.930927,0.942955,0.534562,0.482283,0.813858,0.786597,0.219305,0.616266,0.167904,0.499398,0.791143,0.537896,0.354906,0.192472,0.777752,0.677323,0.757542,0.195372,0.581145,0.873230,0.260073,0.675958,0.833355,0.635340,0.801216,0.771609,0.802751,0.960902,0.526005,0.234621,0.480976,0.392792
0.781355,0.518007,0.372177,0.952768,0.840204,0.240573,0.300434,0.617185,0.234954,0.390105,0.075997,0.610691,0.161989,0.866898,0.779033,0.453687,0.153573,0.557224,0.786000,0.959432,0.440158,0.662511,0.825396,0.502280,0.140027,0.490929,0.376916,0.346076,0.945906,0.608301,0.208025,0.211842
0.904642,0.872809,0.374949,0.744851,0.219205,0.833732,0.236905,0.228238,0.730312,0.168417,0.843600,0.161940,0.984872,0.323803,0.760972,0.135962,0.463448,0.256769,0.782996,0.768264,0.831837,0.207426,0.094405,0.286014,0.083081,0.949619,0.700854,0.143589,0.173180,0.752561,0.228616,0.906414
0.643458,0.823932,0.200406,0.371300,0.386682,0.745710,0.836100,0.168493,0.679368,0.714833,0.706094,0.591712,0.576315,0.896151,0.380458,0.842387,0.612256,0.311281,0.350780,0.941617,0.240351,0.908105,0.682105,0.638790,0.188052,0.614422,0.580289,0.424961,0.572412,0.670171,0.271555,0.383501
0.109384,0.692625,0.803383,0.193429,0.603194,0.384456,0.573591,0.881584,0.819899,0.035180,0.464934,0.468697,0.251449,0.824807,0.972071,0.387402,0.404560,0.815950,0.133460,0.486022,0.019401,0.500841,0.524640,0.681150,0.638188,0.710680,0.510854,0.881488,0.231896,0.959845,0.845329,0.698656
0.079252,0.958081,0.686951,0.131852,0.029858,0.065157,0.515425,0.292595,0.532174,0.131745,0.609416,0.364788,0.343244,0.122884,0.543636,0.932820,0.968306,0.092073,0.683617,0.383616,0.797410,0.178090,0.530472,0.426500,0.302840,0.319003,0.474815,0.960122,0.240438,0.926456,0.313167,0.670086
0.728541,0.392891,0.971089,0.243322,0.643772,0.139930,0.684880,0.550265,0.990243,0.306273,0.205988,0.723023,0.986871,0.097150,0.532293,0.578935,0.279590,0.936700,0.391731,0.347605,0.764779,0.896516,0.301622,0.144464,0.299259,0.010510,0.416333,0.471893,0.022889,0.264902,0.436139,0.010833
0.395524,0.126044,0.186616,0.652627,0.587654,0.537068,0.530515,0.530942,0.071905,0.070281,0.750142,0.792657,0.168144,0.083344,0.341294,0.219087,0.286924,0.251958,0.558329,0.289749,0.131022,0.415356,0.703934,0.954595,0.053830,0.784400,0.722654,0.776532,0.158379,0.901662,0.221202,0.511405
24.759098,24.484879,25.343357,26.578907,25.557903,24.915913,22.148441,23.210024,24.840708,24.458355,26.141048,23.284849,23.884947,21.459126,24.824936,20.999563,25.864840,24.932358,25.039253,24.283649,23.789621,21.545479,28.264206,21.735136,25.207716,28.475409,21.955986,20.690929,23.401789,22.036983,23.790062,21.579720
0.951131,1.276690,0.848088,0.580832,1.372126,0.835665,1.316698,0.830531,1.441532,0.634948,0.587445,0.764630,0.691349,1.129670,0.440734,1.197908,1.199241,0.846849,0.651847,0.774560,0.360546,1.443745,0.501959,0.670672,1.174106,1.181838,1.199525,1.396923,1.007521,1.060967,1.000158,0.803017
