0.900061,0.739586,0.541390,0.353094,0.264698,0.013773,0.513548,0.756443,0.469717,0.795521,0.401808,0.320419,0.601116,0.662420,0.208771,0.727698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.063383,0.000005,0.821377,0.166244,0.450323,0.854121,0.784748,0.247858,0.000083,0.696969,0.073987,0.278287,0.340474,0.613235,0.467382,0.429343,0.143534,0.736105,0.226970,0.916864,0.808666,0.689105,0.872889,0.566402,0.359341,0.621572,0.112350,0.148248,0.277997,0.302280,0.753125,0.166121
0.064960,0.718834,0.274915,0.666095,0.758840,0.722753,0.041213,0.163941,0.967256,0.282721,0.918993,0.137477,0.880983,0.507929,0.850085,0.275337,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.822844,0.047703,0.313564,0.672565,0.538306,0.381761,0.642921,0.052651,0.150193,0.498882,0.836884,0.480744,0.725328,0.661276,0.658387,0.703468,0.357720,0.364355,0.714893,0.878637,0.076988,0.968265,0.233934,0.917667,0.015118,0.610541,0.809187,0.916404,0.894512,0.166678,0.294029,0.118621
0.474515,0.693696,0.832900,0.079958,0.333054,0.820057,0.314197,0.957936,0.610163,0.288293,0.770489,0.648927,0.255091,0.836306,0.444108,0.813979,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.717748,0.440970,0.697694,0.666131,0.544305,0.972127,0.453430,0.641605,0.390615,0.535447,0.344142,0.089493,0.957828,0.955107,0.354126,0.277185,0.112865,0.498143,0.952464,0.096628,0.632732,0.735721,0.730650,0.766951,0.886498,0.495118,0.254816,0.852444,0.938619,0.425184,0.356109,0.508625
0.363688,0.347514,0.165439,0.576233,0.685602,0.729063,0.664613,0.108594,0.167020,0.991438,0.982763,0.424767,0.946134,0.316018,0.014074,0.140106,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.361901,0.097775,0.081994,0.267150,0.536962,0.669021,0.591952,0.343437,0.957922,0.670289,0.135963,0.847372,0.497487,0.393513,0.861981,0.831417,0.717944,0.202174,0.485642,0.015102,0.723960,0.017054,0.826863,0.307956,0.827276,0.766866,0.792750,0.294875,0.358342,0.762895,0.856677,0.766091
0.742285,0.554108,0.502791,0.869588,0.051753,0.053033,0.212203,0.969073,0.140556,0.627685,0.931487,0.397438,0.250615,0.419994,0.917921,0.353979,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.539378,0.820020,0.393964,0.547089,0.116403,0.588912,0.810517,0.732864,0.539580,0.228907,0.089942,0.684493,0.873144,0.047033,0.388901,0.943562,0.842512,0.869299,0.752816,0.382139,0.604999,0.124268,0.694120,0.756995,0.214968,0.053232,0.336224,0.505986,0.387416,0.908294,0.006406,0.719725
0.578459,0.193654,0.525512,0.551056,0.129946,0.354561,0.182044,0.324308,0.719654,0.969955,0.206334,0.914295,0.758453,0.851720,0.871673,0.490133,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.284271,0.822014,0.251186,0.876814,0.497307,0.436972,0.997905,0.002922,0.449134,0.479751,0.346309,0.702520,0.329589,0.324418,0.342749,0.151988,0.257015,0.754282,0.126050,0.961597,0.212740,0.395352,0.791783,0.155300,0.453461,0.206537,0.558688,0.214707,0.666782,0.601037,0.176929,0.584572
0.453099,0.322996,0.316464,0.996344,0.449355,0.171134,0.791685,0.835819,0.639472,0.822495,0.537099,0.601103,0.330620,0.064697,0.849218,0.276150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.630338,0.482590,0.241428,0.369615,0.593548,0.801200,0.649606,0.230679,0.578615,0.356894,0.991997,0.368938,0.373563,0.527421,0.835080,0.848402,0.353580,0.324986,0.529141,0.888137,0.899329,0.431827,0.153480,0.672961,0.671032,0.765340,0.465249,0.085612,0.875464,0.199914,0.178463,0.423200
0.966484,0.472954,0.737204,0.982735,0.824703,0.858097,0.246509,0.223084,0.045739,0.915301,0.816492,0.218527,0.500678,0.696762,0.745447,0.513025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.576052,0.784312,0.323356,0.104270,0.489200,0.768804,0.786147,0.451480,0.923219,0.784537,0.610247,0.028657,0.076979,0.133134,0.495336,0.306139,0.582804,0.401122,0.713166,0.025780,0.758345,0.928115,0.268793,0.688628,0.525274,0.452502,0.627604,0.456924,0.466268,0.713587,0.227198,0.649564
0.172950,0.833840,0.669814,0.984083,0.211826,0.123903,0.184563,0.561105,0.380802,0.266954,0.592399,0.636065,0.861213,0.217692,0.278857,0.406068,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.763097,0.118700,0.727211,0.990611,0.431758,0.115461,0.385362,0.725668,0.152374,0.588947,0.454747,0.256390,0.560886,0.290308,0.302409,0.642011,0.784013,0.260276,0.353965,0.524918,0.057308,0.700270,0.428852,0.828571,0.458216,0.516121,0.351901,0.253457,0.100270,0.105836,0.308168,0.059545
0.787133,0.621184,0.044447,0.339869,0.747669,0.321528,0.479020,0.022506,0.699881,0.187702,0.153525,0.209635,0.051489,0.413331,0.082619,0.849040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.253954,0.567769,0.283646,0.232597,0.414961,0.927976,0.767313,0.719130,0.096563,0.033048,0.700481,0.917066,0.367524,0.758929,0.701255,0.901519,0.657977,0.692103,0.477390,0.921168,0.350623,0.529276,0.560835,0.842210,0.977059,0.808730,0.573122,0.538415,0.757213,0.535316,0.610309,0.853571
